n_facilities,n_facility_years,year_min,year_max,balanced,wayback_window,pct_facility_years_wayback_observed,pct_facilities_any_entered_year,pct_facilities_any_exited_year,pct_facilities_screened_begin_year
279211,5863431,2005,2025,TRUE,2015-2025,0.421,0.742,0.068,0.934
