n_distinct_registry_emissions,n_distinct_registry_facilities,n_registry_matched,n_facility_rows_matched,n_facility_rows_total,n_shared_registry_ids,max_multiplicity,n_shared_registry_with_emissions_data,pct_registry_matched,pct_facility_rows_matched
162383,266025,51207,55067,279665,8658,150,2798,0.3153,0.1969
