n_facility_years,n_facilities,n_observed,n_ever_observed_facilities,n_ghg_observed,n_ever_ghg_observed_facilities,pct_observed,pct_ghg_observed
5863431,279211,281806,54374,42902,5353,0.0481,0.0073
